7501
3189,209
5744,2194
6322,7059
6076,7232
664,1890
6164,4704
2920,334
2754,2014
7222,4800
5693,5567
4369,6199
2302,1094
4987,6637
6916,4212
713,5707
1422,6958
199,7029
6074,146
5223,3241
6425,2700
2905,4631
6362,4436
6080,4829
1490,937
5616,5855
1567,7501
953,2423
7194,1009
6454,568
4958,434
6497,5623
4424,1576
1617,7026
4342,2367
6803,240
5636,4728
3040,6438
1243,4208
7171,1647
1067,5085
6687,7227
1192,3395
2704,6982
2144,2029
1927,1101
1118,1057
1447,1217
1825,5746
809,7272
5978,7401
4948,7447
2567,6019
3998,2907
1208,6903
4423,2900
6925,1603
3316,4055
5761,7138
2713,1248
4059,1887
6094,20
6766,6132
2638,1868
6467,4672
7218,1251
5436,1784
5666,726
5341,5109
6698,1527
805,5846
3806,3830
7482,5069
6643,6892
5423,3612
888,2207
278,5216
5699,4584
1085,5700
3688,7501
5233,6784
197,3341
5024,5253
4278,4942
1132,7501
2294,26
2379,2223
3402,5892
7006,4486
4844,1593
4830,6745
319,3849
3730,6746
5292,4879
4313,5450
536,649
3481,7300
3340,5535
3261,714
1926,5481
5095,4015
7494,5595
6083,6246
6171,1462
6247,5277
68,5304
3096,3028
6090,1439
5045,552
663,6346
4653,3492
635,1934
1121,6892
6353,4575
4529,2701
3715,1590
3824,1444
1508,468
2970,6192
4805,5873
1380,2974
3718,7501
3528,187
5334,3339
5389,4626
4133,4243
3288,6668
511,572
6018,6741
5662,1366
3567,4700
3575,7501
4392,5658
4868,3245
4880,5714
7449,4906
1717,1725
148,304
6752,3963
2861,5445
296,5590
1981,2386
3009,6858
1785,2993
1023,6389
544,43
6400,7501
1911,583
1133,494
1719,1790
6467,2894
2353,2079
1229,7491
6429,990
7001,333
1383,6790
1418,173
5069,4533
3717,5637
1863,6109
517,6249
4531,6408
6812,1060
2064,1242
5343,940
3054,2519
5047,6587
4930,2802
6938,3876
1005,1832
5631,3040
5711,5804
6107,6621
5297,2540
1247,6487
1197,1781
3711,4619
6359,703
1383,7243
4273,3928
4780,377
3850,6942
4427,3240
4096,4946
3791,2589
3043,2715
2654,5973
6191,1900
836,780
1878,1758
1446,70
452,5881
1515,36
724,5216
3467,6071
2986,6778
7361,2764
1899,1900
4328,6460
467,6995
1568,7381
7197,1040
4258,1867
3992,5117
5721,3528
0,817
3094,5126
2241,942
4621,1534
2196,1191
916,1258
3645,7010
4789,3063
1422,3291
5427,4345
5951,4995
5329,1510
5115,6731
5315,4308
2089,3562
4889,5177
406,414
3753,4569
2084,5123
4567,4056
4059,7500
4614,5297
985,4813
601,6256
2786,5624
4694,2551
6345,4808
1695,5678
4910,2996
5411,434
4121,6374
3572,818
5709,2176
5977,5068
6544,7198
1105,1300
4977,3481
3019,5999
4060,7224
2427,2823
4408,5227
5800,2162
5040,6303
4055,6073
7344,5284
182,4808
3212,5126
6788,3853
6450,1891
6487,2558
4716,3933
4295,367
6073,543
4841,2133
312,2804
3811,1354
7307,2711
1618,5486
0,2689
4225,7252
4247,2311
1892,3535
4864,497
2971,1867
4112,2592
3127,1496
4723,1334
3128,1192
7073,2069
4106,5537
5053,1191
7356,7065
2973,7451
1491,6878
4424,1050
1042,5790
2156,3478
827,4351
1209,4896
5801,4012
1187,7365
2750,3544
7124,119
1385,969
1715,4109
5035,5350
588,2036
1148,2956
2211,7501
6193,3552
3074,2959
3822,1086
3762,3540
4738,5595
5949,5678
3275,1337
6885,1081
1034,5114
7392,2004
3583,4806
5702,4138
5596,6833
6683,2068
6200,3982
468,1429
437,3517
6052,2839
6472,913
716,4505
5960,610
4210,2627
560,7487
3754,6348
5836,3775
3689,84
3570,4748
6225,1823
1546,5960
6931,3814
1114,762
6332,829
3299,5833
673,3793
2003,2616
3693,470
2284,3427
1533,1610
2532,3687
2654,7427
164,6440
417,3595
527,2423
2062,1715
6167,5755
2009,438
7392,6787
3912,2777
4273,6745
6210,2018
4426,6024
7080,449
3392,7310
5708,548
4807,2842
754,4184
1195,6596
4649,3866
5839,1383
296,1499
1529,2067
367,2256
6547,5137
7162,873
5510,4619
4092,204
14,3535
5697,2805
3507,3579
2856,339
3900,4098
2878,5165
3960,1607
166,1739
6821,7200
1221,3418
2373,5104
1639,1412
936,2996
1228,1845
6386,2456
1019,3305
3354,3340
4434,899
3787,4152
5223,5030
1357,2310
6578,1706
4212,1460
6920,2379
950,5172
1789,2382
1012,3155
24,5185
6092,5677
4188,524
873,540
5375,6713
797,445
2156,5182
1170,1947
7066,3689
3854,107
6669,6708
1819,3193
1974,1257
561,6399
1997,5095
7280,2177
1577,5667
1359,2356
6715,4473
1912,303
1292,2059
4214,4774
866,2073
5031,7130
13,5573
5909,7340
3728,1307
2541,5093
3125,957
3345,3916
642,1647
1254,6504
3925,3366
1830,23
617,4905
7129,4989
6630,5511
1375,6990
1810,4816
1718,4741
2857,4430
6070,6011
3148,1245
7075,3156
6497,5254
7240,1934
5955,7054
2757,3527
2178,3698
4231,390
770,5399
1492,4445
1750,6050
1345,812
6938,365
695,7196
4899,526
3338,1035
6650,2489
4005,3422
6552,3906
7263,2767
5405,7199
1753,6002
0,1951
3717,618
7367,4343
329,4441
458,5933
2057,5111
3812,157
5848,2856
3553,4775
5904,2137
3220,6616
739,4199
629,2868
3380,4015
5603,7438
3940,6301
3190,1498
1817,1395
1856,1011
6753,4435
7317,2623
6124,6444
983,5495
5012,5582
6127,7467
6200,2699
5205,5412
570,1198
4790,2058
6760,3798
6005,2935
5993,5373
2478,3543
6932,7470
7119,5977
1811,5251
3697,1574
2100,2644
2194,4399
1275,5444
52,4928
6813,1878
4789,858
425,5966
273,73
877,6868
719,380
1318,1773
3293,5103
1978,5224
5410,6997
217,7459
503,3361
3432,6928
2125,3615
2053,1599
2130,5988
329,4894
0,4892
1042,5051
4276,926
790,1881
5939,4578
3757,2004
3400,1169
917,4673
3852,5336
7104,1861
3025,56
7110,2260
7215,2805
5588,1267
6559,1678
4832,2567
4813,6470
4069,7024
802,1548
4926,3493
1498,4546
3992,1220
5343,2033
6187,2110
4804,2622
6542,2700
6072,3985
2823,6812
7222,1417
6961,3565
5980,382
6685,5420
1663,3031
1866,3806
1684,1448
6887,2870
3560,4709
2896,6464
6476,5148
5169,4466
3945,241
846,1971
7242,6795
7397,5693
5082,2745
6716,6822
5750,6480
4528,3221
5947,4004
3948,2739
6756,7501
2001,49
0,20
2617,6302
4289,1614
6295,3435
3306,2842
6080,5752
5389,6914
5723,826
5385,2583
6621,2315
1416,7026
599,4918
2355,5514
4505,2360
1574,4117
6003,2935
4565,1763
94,1929
4727,6746
6650,5630
4429,2607
2184,4214
1667,6275
1129,6414
2377,4325
7440,6936
947,7254
6876,1737
7410,791
6504,3466
1999,5248
6001,1356
2720,3740
1199,4314
5692,5893
6502,1850
2475,3672
3894,4126
7083,198
4463,3754
6025,4408
2621,4094
1619,3964
4098,3957
172,3649
815,1204
7387,1203
1327,2647
5926,72
6926,6415
6849,2419
6858,2429
2409,6923
1581,6010
5517,1701
6405,2435
3926,4894
1485,6329
4527,1197
3636,175
1285,2435
4197,870
6934,5259
6120,2660
1701,1068
4378,3968
6273,1342
1445,640
5284,4055
717,2339
2722,3639
2869,5966
1908,2235
6589,3895
4408,42
4200,4369
1387,6121
1332,4374
1261,2278
7025,5042
1017,341
3661,3863
5262,3445
2016,388
3163,6571
3989,119
4712,3802
3900,6573
6194,3117
2702,2215
2256,3
3269,4889
3716,6286
6029,1356
4566,4063
3531,4387
3239,3329
382,6104
3688,5134
6414,6347
4069,834
741,5718
1816,7401
5805,2876
5298,1499
3309,6701
1114,5172
4751,7465
2299,4777
4260,752
4985,3656
2833,4247
175,2000
5740,822
4729,833
4568,2974
5053,2490
1245,7422
3907,6187
6454,6801
2413,6894
4696,4895
3805,739
5077,1394
7051,3977
5836,7425
2517,4912
144,3065
3004,2796
6930,2855
6446,1874
1153,607
4566,5641
2427,2843
1977,5151
5457,507
4754,5745
1841,2218
1974,6171
3851,477
5045,1513
3350,6134
3972,2876
4956,777
1986,6954
3884,2971
1227,2832
3375,4049
3857,1619
6018,2044
4974,3519
2154,6814
3013,5366
4680,6535
5224,1731
752,1982
3475,2933
6761,7501
4232,4128
1975,677
2461,6273
4217,849
5814,1100
4250,5687
2567,823
3324,95
5188,4111
3752,1497
727,5854
2852,6518
563,4558
6623,522
3884,5354
1046,2122
2625,2432
898,236
5357,129
5519,7331
5895,4113
6161,5161
1793,1203
744,228
2896,106
4402,755
5874,3227
529,452
4929,4629
1856,421
2443,134
4838,7369
6175,2892
3008,5868
5201,6254
4580,778
1500,1552
3580,6830
3324,4301
896,6572
3515,603
7010,5158
7229,4578
4386,4775
6221,7307
5348,3772
6709,7488
4015,4868
3514,3675
271,4731
4421,7026
6811,4174
5921,3275
3043,2911
4493,718
2992,3160
1712,1308
4146,4827
7167,4963
3855,4385
5284,155
5333,2306
6426,2964
7257,2077
7243,1880
3633,7133
3692,2131
1149,4456
3860,6532
159,3788
6970,4689
982,733
5065,7054
3284,3140
4727,468
730,312
3070,3893
5998,7
6196,5814
4607,4397
4144,4696
6104,1022
2541,6511
859,598
5216,895
586,5235
2908,5925
4833,5423
2062,2458
3278,3701
1789,4215
5159,5489
6595,3416
5990,4924
3173,3829
1299,3605
6269,2425
611,3321
5580,3247
