2501
2125,2081
206,1926
35,1771
1466,1456
2463,1367
746,360
711,2100
1395,2408
319,351
1566,424
2451,35
966,823
1001,703
215,2354
920,212
668,2148
606,651
1194,133
454,1777
931,2
2214,1832
617,2413
1310,1853
43,2140
1841,1929
876,1514
1669,176
125,2444
775,394
898,229
1705,2448
2449,837
725,2205
902,1781
772,1037
272,2124
1609,1622
1200,1235
124,1557
1534,1958
1545,2440
2194,2501
1182,832
1161,1985
977,2128
291,159
1526,1922
1334,1111
1073,2323
2006,737
764,1086
237,1863
1363,675
1153,402
372,1517
1411,1503
1114,364
0,246
2435,2192
936,13
2381,1682
1882,1378
2221,2327
262,2471
1371,2501
2195,2310
973,300
2456,1099
787,338
1489,374
2435,1182
1554,2157
658,856
445,1076
1732,622
1121,1523
2374,1993
1386,277
2420,2244
1917,533
2046,369
1975,234
306,1603
837,2282
192,175
358,2090
1140,2240
1567,655
2268,25
1468,972
880,50
279,2063
1728,1961
415,2391
1655,1189
2199,463
1315,1152
405,32
1078,2501
1398,276
51,1136
1588,1787
1458,1053
1979,1080
885,1914
1819,22
1001,1410
895,1700
1932,1455
1448,644
496,1899
1419,464
2488,985
1840,2045
1504,370
1625,1828
1495,2487
2337,1748
2422,1475
1096,2174
894,1515
900,2255
1207,165
1336,1361
830,2132
2491,204
1593,1349
118,2188
371,1183
561,97
1137,1815
1857,1843
1848,1897
175,1489
2066,602
1099,2243
1604,2145
557,1283
420,2028
1849,2251
2343,1191
1416,979
417,245
2117,2494
198,1964
1679,729
1251,598
1431,2363
1850,305
1396,1012
220,822
1057,873
1998,2302
654,2313
672,1676
1406,729
1298,2397
1084,1121
1094,1392
1955,173
2186,2288
116,1824
745,1379
2495,238
1242,243
2336,1837
1570,242
1176,1155
2396,2151
750,117
699,63
275,1576
1405,1168
1997,749
643,532
914,764
704,1630
1966,1254
1306,557
1317,2033
1697,1513
2079,408
1958,2408
222,276
854,132
532,1374
422,1577
989,2352
1631,1560
2021,1160
756,1308
805,148
154,1781
678,44
1614,1309
1495,114
1038,1
847,2404
2367,673
1175,1532
1273,1196
1900,2076
413,87
2076,2055
2470,1979
1828,2337
1311,1491
2357,1840
1880,2501
1566,76
1184,1222
304,1441
15,2022
257,2466
2303,2102
2210,1668
1866,1676
2464,1924
588,1120
0,1756
1726,1789
1611,1670
2158,987
497,62
76,58
1275,449
1122,1529
72,1610
2224,2098
1906,925
1883,16
2434,1313
2468,1619
790,1940
1851,2461
2184,1730
2444,2445
1263,446
2236,643
2048,160
109,1996
549,334
483,2433
2012,29
1036,733
2412,1544
2042,1021
1687,1199
1133,596
2341,909
376,1119
1592,2454
166,435
812,680
1169,1815
1604,1773
1873,681
546,826
455,100
1309,825
2219,993
621,185
2259,2492
375,2447
1412,2327
1206,232
413,2295
2175,1738
471,2057
864,1694
1361,2346
967,311
1593,609
2366,1101
376,2081
537,2263
151,596
2044,2338
348,971
2109,1425
1041,449
1424,2452
1478,2081
281,112
1122,1054
698,990
2336,2485
2221,667
2076,1192
2461,1235
1789,1007
1058,2501
385,2040
2355,765
407,140
1172,2386
895,1583
1409,1906
87,15
819,730
604,2049
1948,1917
725,1510
485,722
2341,1260
1158,896
1976,338
722,2441
2385,510
1631,1583
2085,1955
1276,1895
2183,206
1188,1890
2128,911
2403,1711
1736,2501
12,2352
2199,1470
856,1655
1521,459
277,1241
1032,32
2192,831
357,1310
140,531
1164,1534
328,731
1925,430
163,384
1360,1376
918,896
1388,346
1538,1321
227,1291
2249,1530
817,2141
2179,2075
1504,794
981,1458
0,257
483,658
159,329
1832,2164
1454,326
2187,2248
743,619
1828,1061
1618,2271
1943,2202
2090,2501
1690,758
1052,482
998,1369
1161,619
2360,264
2051,1068
509,133
1233,2329
437,1766
1270,189
959,2168
1313,1052
2359,1184
2262,1603
2031,309
2411,48
2478,733
371,1605
2445,2400
70,2342
1887,2211
1853,547
1286,438
206,2203
526,150
1619,2242
835,570
1639,2477
2318,17
943,2029
976,1974
2232,1446
2117,1613
1248,1560
252,1518
422,348
135,1293
2110,1151
978,303
2086,47
429,2042
359,603
1864,1644
6,2207
1710,2060
483,2237
644,2063
915,1711
279,2458
2450,2237
2082,244
1059,1678
127,2246
1878,1071
273,1593
973,2173
2316,490
893,1360
1221,1585
1741,1027
1478,1390
779,1410
430,1545
27,2176
1431,55
46,237
266,724
277,1469
688,35
2,2419
1115,720
2028,2065
1701,1334
1299,2
1874,16
1755,1123
1917,1348
1306,2340
1614,1641
2038,1039
1761,348
2400,1457
1112,539
725,2208
1023,258
2389,1602
2486,2495
56,2045
1081,2210
0,1211
1702,249
98,1595
2238,1972
1840,2092
952,2257
1616,498
1885,1967
2251,2312
625,515
1864,1700
1436,779
269,25
1824,1074
2010,38
31,2084
46,1268
865,1801
472,2372
149,1018
273,1451
446,511
2012,1390
1550,297
1024,1698
441,402
45,68
1946,392
112,1640
2321,180
1010,1179
1187,2236
2207,1272
989,1575
175,2324
823,165
2000,1949
1196,184
1103,1560
2052,712
1172,1533
1637,448
542,1902
1157,2114
2379,1645
1930,2353
850,1845
1064,627
1189,1545
1613,1745
347,101
932,1108
359,1503
191,584
2323,433
1716,481
2320,769
1726,2448
1739,457
536,621
1919,866
505,450
832,188
1365,2414
2225,1500
696,335
145,2248
1582,1931
218,1208
2382,881
1953,2501
658,1393
80,798
1034,836
508,1594
92,2251
415,1416
1377,1757
2049,1489
1251,382
2346,969
580,345
2082,2214
293,670
1285,1263
856,2291
1515,1120
2375,2276
1741,2415
807,2231
2421,234
323,373
1161,1601
893,1761
1903,752
1230,864
737,751
1415,2370
845,1382
44,1169
1868,592
1442,745
1588,306
1343,1287
25,1394
2423,1057
628,2212
170,369
780,1405
436,1793
2298,513
2204,614
1793,2157
2296,877
1356,398
1699,364
525,725
1201,2089
1728,82
2317,411
109,2153
832,1186
604,1347
2379,2306
1171,1059
1970,1792
1457,592
2137,1491
2194,522
43,1621
788,550
1473,150
557,2262
132,1808
2300,1412
1751,250
769,1418
319,915
1182,814
1299,316
414,297
2098,1083
260,1974
1811,288
1148,303
1276,948
733,443
1294,2454
1112,1120
2463,896
2287,1923
1321,1616
65,1393
2108,1930
761,2268
1601,1085
2044,912
2491,743
850,688
109,2501
313,1919
1714,1585
740,507
1295,989
576,1972
337,2334
1943,1368
785,1246
2145,355
2213,1023
571,190
1854,1068
2264,2388
484,1045
936,1077
1637,2388
1511,636
178,928
498,692
690,1527
116,1432
968,1869
1742,1268
701,667
1408,1000
847,1000
2205,286
1231,2077
2127,2097
1599,2189
1621,35
2125,2040
1205,86
1031,2236
518,1425
2229,2367
1670,1474
1906,6
373,328
2032,649
381,1373
2367,851
2296,1726
370,871
289,2469
1683,1552
1320,199
1134,1844
658,882
992,1315
2037,1462
1967,507
906,859
2143,2003
0,1234
1946,749
1973,1450
1164,2489
982,1869
916,997
138,1254
1854,1536
123,1124
461,441
332,1108
510,477
1848,2263
1145,1623
570,1052
1769,2493
2458,2379
1895,1141
2123,320
1876,720
984,1714
1821,347
1072,490
1971,419
80,2501
588,1355
1871,2091
1300,1647
535,1624
1161,963
1445,130
2354,1558
1883,236
2397,832
2190,1305
723,1539
1107,1964
851,150
431,611
1735,1120
210,1596
1808,23
1050,369
952,306
1512,282
224,1337
81,135
1234,1770
1744,1150
265,184
2009,884
1006,1103
529,754
2299,951
1228,1143
664,1306
1633,111
2100,2432
661,385
809,1664
181,1947
1113,2245
1262,1052
412,91
353,763
501,774
655,551
1043,1466
0,356
485,2213
1484,1624
155,950
2239,1183
1224,2178
1381,257
2145,928
38,1957
1243,615
2101,1246
502,837
2341,809
1190,820
1082,498
2424,1229
2090,2443
2194,2239
603,271
1393,1862
1573,819
722,2242
161,821
1309,425
0,1207
2263,400
1375,187
2193,1464
973,965
1891,270
448,1167
900,965
290,1202
2013,348
674,2356
2250,1140
1057,326
1463,2437
1534,1576
1613,2349
48,856
212,1861
1077,2098
1582,475
2232,309
2406,1497
2131,2453
243,114
1577,602
2036,1907
1181,807
47,791
2100,1292
1981,293
1174,672
1867,1997
475,2480
2100,2501
635,483
2037,2164
1919,2087
738,814
1055,1762
111,239
2086,445
1891,1552
2066,2283
1862,1426
82,968
1949,967
1667,1846
2057,419
2304,1444
730,1907
1987,964
453,1328
55,32
630,668
1975,789
1441,1215
1629,1950
2015,1289
1695,1973
705,304
2184,926
1164,1121
655,988
833,1100
1216,2446
785,1740
1272,77
1081,1213
1304,631
1532,1342
1287,1390
1300,1886
539,207
16,1912
859,651
357,945
827,2190
434,1064
1398,1506
254,1956
443,286
2021,1379
1407,1488
1918,599
1762,298
1541,1372
1930,2319
1294,1153
2069,767
714,110
1457,940
1911,729
1682,1572
727,1828
1459,1544
307,1225
602,125
377,614
1859,1063
804,1625
639,1992
2139,1466
2246,1872
1847,2411
2348,852
1409,2333
1012,858
2055,1299
1996,2445
1775,2354
1064,128
519,1097
820,1594
578,2073
1242,297
306,567
197,265
442,2025
1249,1641
558,550
0,2376
2157,329
367,1549
2353,1168
1648,355
2002,2138
1307,312
472,51
1804,2145
1393,401
504,1337
421,1831
1805,1762
2131,2297
2245,2058
833,508
1260,740
1293,1835
143,1511
149,565
217,1806
1618,1375
1584,977
2147,1603
563,1574
126,1926
1066,348
1360,82
713,1639
1603,1096
1742,10
1072,2383
2009,1600
1589,1452
2200,557
1245,2138
0,2069
1104,612
485,1455
2146,853
1360,2011
1565,544
1525,1617
1009,1320
737,1740
1666,444
2387,1423
426,1192
1625,662
1833,1185
1967,1560
1387,422
282,2466
561,1699
2326,2042
2017,2501
485,1591
1447,1852
1394,1217
747,2076
1941,1121
175,1380
2475,118
749,1929
790,1342
1856,607
1311,1382
715,384
1924,15
469,1552
1495,691
2242,1430
1014,1369
236,721
1891,714
0,845
1951,764
0,1205
1129,352
797,1325
71,2402
534,2033
2287,2370
1654,234
1715,1563
2461,829
534,633
182,2152
1882,1971
1700,1394
862,160
1060,1252
868,899
1164,980
2133,1506
534,164
1304,2293
858,1706
1302,114
1158,2200
1471,1842
822,760
1547,219
432,1469
807,1803
679,193
2273,2023
2217,1825
1589,1047
1729,938
148,435
927,1286
954,1590
1428,1334
2306,254
2345,2160
648,2237
0,2348
2035,868
1641,1215
2003,616
507,142
702,1486
766,726
2206,1681
2306,1468
1139,877
2085,1625
478,2116
1072,1015
2157,840
1449,2462
1000,51
133,350
1186,2478
62,926
884,1395
768,1073
1391,909
2369,2262
1289,1107
1337,1553
1946,2194
1540,1079
314,433
2180,43
1108,1566
1752,2375
1902,1212
2167,71
1123,1679
689,1394
6,1790
153,963
947,791
1198,1475
968,2221
1927,982
1771,802
1791,2409
254,952
1663,847
1144,1077
1065,1200
2204,1539
469,1567
2456,1361
972,519
2098,908
852,398
197,1391
2240,1794
1619,2266
759,1282
1194,204
245,758
2189,1229
772,1960
2342,699
2226,1342
275,1909
2095,1172
2485,661
2313,917
1561,1452
923,335
2177,404
1846,807
947,1442
0,1017
292,57
1448,1106
1104,2176
190,2382
606,605
1651,1952
278,247
2398,55
2303,1446
176,488
585,1921
459,449
643,1564
71,2272
17,1023
1614,2205
12,950
870,2336
867,1935
669,321
202,1898
1184,1258
2215,1020
1898,2056
652,1503
1325,2033
1836,516
1491,424
228,1102
767,2243
910,1873
679,825
1644,49
1451,2428
1116,803
1504,1784
2055,340
2139,698
2069,2057
813,853
0,2108
2010,488
1755,529
112,1216
589,2245
1695,198
2293,2035
