9.249854350656376,0.36948144062060406,8
12.880248478890392,69.21755717097463,9
10.648132944461715,105.17207810292868,4
6.424820651346828,184.5270691501335,7
5.547323997048325,248.79300901776335,6
5.458700637175697,265.20271134913264,10
2.484264142184051,307.8094427445935,9
6.464517370187214,390.67384276731894,9
8.23855261857343,445.377171943857,10
6.723780900835288,487.31939900521843,7
5.24276336254127,538.9188718330366,10
6.251668585730535,575.1656688399921,8
8.254998508942707,628.6248673137073,2
8.374498821291079,656.1986594235937,7
10.449567375404737,719.9966370317197,8
7.927123734548947,814.8183649962799,4
7.981487667772838,819.3204587798015,4
7.20277069412167,841.7914326358396,7
13.472544984723259,944.7075717365387,8
12.631955622563892,965.8160406678421,7
12.61627126418302,988.1301142256646,3
23.154376143582056,1150.1505668794098,7
18.68655684131849,1227.0100513924813,6
19.342391397932268,1256.200421208026,8
23.47086419975289,1344.346996742746,8
23.406143465002224,1347.5017464391892,5
21.080961483770533,1391.4938504245324,7
21.351630320806883,1412.4587188940322,9
24.58971483761241,1479.5790346638787,7
24.47115001926906,1483.2194362458163,5
20.96409680992292,1533.1863983363628,9
20.534028231973753,1556.6566202286688,4
21.249328403512315,1593.5080850024553,10
22.10769651539754,1616.2847322583527,10
21.818484298425723,1634.9457624460988,2
27.215118149783418,1714.8424899569582,10
27.4904038464535,1718.9245781773345,9
25.25935624972842,1757.945196004658,6
25.755266072535676,1771.261803320921,10
22.796699490664135,1840.519472070634,3
22.290592055021637,1861.7481526140484,8
22.232901342306892,1898.093845019757,7
26.59168843588484,1978.9973459039645,1
27.028688788558743,1993.713242355587,8
25.720248212770638,2042.3798087086984,10
25.568040831781882,2077.30840907637,9
30.36676876758832,2154.824358706019,9
25.935394931135935,2219.9556419492783,2
23.973572779362055,2265.7661517997285,2
25.415933716262575,2290.045875505007,9
27.07134634027187,2345.756328155636,10
27.262142833038837,2363.052559157683,1
27.11616287919134,2381.2964372071674,8
33.54417143702128,2481.152696688955,10
29.846007979431658,2548.4947762514034,10
30.03871186469642,2574.41613261292,6
